x,y
96500,16
96600,16
96700,16
96800,17
96900,17
97000,17
97100,17
97200,17
97300,17
97400,17
97500,17
97600,17
97700,17
97800,17
97900,17
98000,17
98100,17
98200,17
98300,17
98400,17
98500,17
98600,17
98700,17
98800,18
98900,18
99000,18
99100,18
99200,18
99300,18
99400,18
99500,18
99600,18
99700,18
99800,18
99900,18
100000,18
100100,18
100200,18
100300,18
100400,18
100500,18
100600,18
100700,19
100800,19
100900,19
101000,19
101100,19
101200,19
101300,19
101400,19
101500,19
101600,19
101700,19
101800,19
101900,19
102000,19
102100,19
102200,19
102300,19
102400,19
102500,19
102600,19
102700,20
102800,20
102900,20
103000,20
103100,20
103200,20
103300,20
103400,20
103500,20
103600,20
103700,20
103800,20
103900,20
104000,20
104100,20
104200,20
104300,20
104400,20
